site	device	port	iftype	netbox_description	far_device	far_port	far_role	class	mbps	expected	len	note
CH-STA-L26	CH-STA-L26-L01-ACCE08	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	8	Switch Dist	USW	1000	USW-1G-L01-DI02_P8	18	
CH-STA-L26	CH-STA-L26-L01-ACCE09	48	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	9	Switch Dist	USW	1000	USW-1G-L01-DI02_P9	18	
CH-STA-L26	CH-STA-L26-L01-ACCE10	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	10	Switch Dist	USW	1000	USW-1G-L01-DI02_P10	19	
CH-STA-L26	CH-STA-L26-L01-ACCE11	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	11	Switch Dist	USW	1000	USW-1G-L01-DI02_P11	19	
CH-STA-L26	CH-STA-L26-L01-ACCE12	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	12	Switch Dist	USW	1000	USW-1G-L01-DI02_P12	19	
CH-STA-L26	CH-STA-L26-L01-ACCE14	48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	4	Switch Dist	USW	1000	USW-1G-L01-DI01_P4	18	
CH-STA-L26	CH-STA-L26-L01-ACCE15	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	5	Switch Dist	USW	1000	USW-1G-L01-DI01_P5	18	
CH-STA-L26	CH-STA-L26-L01-ACCE16	48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	6	Switch Dist	USW	1000	USW-1G-L01-DI01_P6	18	
CH-STA-L26	CH-STA-L26-L01-ACCE17	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	7	Switch Dist	USW	1000	USW-1G-L01-DI01_P7	18	
CH-STA-L26	CH-STA-L26-L01-ACCE18	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	8	Switch Dist	USW	1000	USW-1G-L01-DI01_P8	18	
CH-STA-L26	CH-STA-L26-L01-ACCE20	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	10	Switch Dist	USW	1000	USW-1G-L01-DI01_P10	19	
CH-STA-L26	CH-STA-L26-L01-ACCE21	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	21	Switch Dist	USW	1000	USW-1G-L01-DI02_P21	19	
CH-STA-L26	CH-STA-L26-L01-ACCE22	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	22	Switch Dist	USW	1000	USW-1G-L01-DI02_P22	19	
CH-STA-L26	CH-STA-L26-L01-ACCE23	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	13	Switch Dist	USW	1000	USW-1G-L01-DI01_P13	19	
CH-STA-L26	CH-STA-L26-L01-ACCE24	48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	14	Switch Dist	USW	1000	USW-1G-L01-DI01_P14	19	
CH-STA-L26	CH-STA-L26-L01-ACCE25	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	15	Switch Dist	USW	1000	USW-1G-L01-DI02_P15	19	
CH-STA-L26	CH-STA-L26-L01-ACCE26	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	16	Switch Dist	USW	1000	USW-1G-L01-DI02_P16	19	
CH-STA-L26	CH-STA-L26-L01-ACCE27	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	17	Switch Dist	USW	1000	USW-1G-L01-DI01_P17	19	
CH-STA-L26	CH-STA-L26-L01-ACCE28	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	18	Switch Dist	USW	1000	USW-1G-L01-DI01_P18	19	
CH-STA-L26	CH-STA-L26-L01-ACCE29	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	19	Switch Dist	USW	1000	USW-1G-L01-DI01_P19	19	
CH-STA-L26	CH-STA-L26-L01-ACCE30	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	20	Switch Dist	USW	1000	USW-1G-L01-DI01_P20	19	
CH-STA-L26	CH-STA-L26-L01-ACCE31	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	21	Switch Dist	USW	1000	USW-1G-L01-DI01_P21	19	
CH-STA-L26	CH-STA-L26-L01-ACCE32	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	22	Switch Dist	USW	1000	USW-1G-L01-DI01_P22	19	
CH-STA-L26	CH-STA-L26-L01-ACCE33	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	23	Switch Dist	USW	1000	USW-1G-L01-DI01_P23	19	
CH-STA-L26	CH-STA-L26-L01-ACCE34	24	1000base-t		CH-STA-L26-L01-DIST02	13	Switch Dist	USW	1000	USW-1G-L01-DI02_P13	19	
CH-STA-L26	CH-STA-L26-L01-ACCE35	24	1000base-t		CH-STA-L26-L01-DIST02	17	Switch Dist	USW	1000	USW-1G-L01-DI02_P17	19	
CH-STA-L26	CH-STA-L26-L01-ACCE36	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	24	Switch Dist	USW	1000	USW-1G-L01-DI02_P24	19	
CH-STA-L26	CH-STA-L26-L01-ACCE37	24	1000base-t		CH-STA-L26-L01-DIST02	23	Switch Dist	USW	1000	USW-1G-L01-DI02_P23	19	
CH-STA-L26	CH-STA-L26-L01-ACCE38	24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	9	Switch Dist	USW	1000	USW-1G-L01-DI01_P9	18	
CH-STA-L26	CH-STA-L26-L01-DIST01	1	1000base-t	L01-ACCE01	CH-STA-L26-L01-ACCE01	24	Switch Access	USW	1000	USW-1G-L01-AC01_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	10	1000base-t	L01-ACCE20	CH-STA-L26-L01-ACCE20	24	Switch Access	USW	1000	USW-1G-L01-AC20_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	13	1000base-t	L01-ACCE23	CH-STA-L26-L01-ACCE23	24	Switch Access	USW	1000	USW-1G-L01-AC23_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	14	1000base-t	L01-ACCE24	CH-STA-L26-L01-ACCE24	48	Switch Access	USW	1000	USW-1G-L01-AC24_P48	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	17	1000base-t	L01-ACCE27	CH-STA-L26-L01-ACCE27	24	Switch Access	USW	1000	USW-1G-L01-AC27_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	18	1000base-t	L01-ACCE28	CH-STA-L26-L01-ACCE28	24	Switch Access	USW	1000	USW-1G-L01-AC28_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	19	1000base-t	L01-ACCE29	CH-STA-L26-L01-ACCE29	24	Switch Access	USW	1000	USW-1G-L01-AC29_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	20	1000base-t	L01-ACCE30	CH-STA-L26-L01-ACCE30	24	Switch Access	USW	1000	USW-1G-L01-AC30_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	21	1000base-t	L01-ACCE31	CH-STA-L26-L01-ACCE31	24	Switch Access	USW	1000	USW-1G-L01-AC31_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	22	1000base-t	L01-ACCE32	CH-STA-L26-L01-ACCE32	24	Switch Access	USW	1000	USW-1G-L01-AC32_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	23	1000base-t	L01-ACCE33	CH-STA-L26-L01-ACCE33	24	Switch Access	USW	1000	USW-1G-L01-AC33_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	29	10gbase-x-sfpp	L02-CORE_tg.3.6	CH-STA-L26-L02-CORE01	1:21	Switch Core	USW	10000	USW-L02-CO01_P1_21	18	
CH-STA-L26	CH-STA-L26-L01-DIST01	30	10gbase-x-sfpp	L02-CORE_tg.7.6	CH-STA-L26-L02-CORE02	1:21	Switch Core	USW	10000	USW-L02-CO02_P1_21	18	
CH-STA-L26	CH-STA-L26-L01-DIST01	4	1000base-t	L01-ACCE14	CH-STA-L26-L01-ACCE14	48	Switch Access	USW	1000	USW-1G-L01-AC14_P48	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	5	1000base-t	L01-ACCE15	CH-STA-L26-L01-ACCE15	24	Switch Access	USW	1000	USW-1G-L01-AC15_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	6	1000base-t	L01-ACCE16	CH-STA-L26-L01-ACCE16	48	Switch Access	USW	1000	USW-1G-L01-AC16_P48	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	7	1000base-t	L01-ACCE17	CH-STA-L26-L01-ACCE17	24	Switch Access	USW	1000	USW-1G-L01-AC17_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	8	1000base-t	L01-ACCE18	CH-STA-L26-L01-ACCE18	24	Switch Access	USW	1000	USW-1G-L01-AC18_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST01	9	1000base-t	L01-ACCE38	CH-STA-L26-L01-ACCE38	24	Switch Access	USW	1000	USW-1G-L01-AC38_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	10	1000base-t	L01-ACCE10	CH-STA-L26-L01-ACCE10	24	Switch Access	USW	1000	USW-1G-L01-AC10_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	11	1000base-t	L01-ACCE11	CH-STA-L26-L01-ACCE11	24	Switch Access	USW	1000	USW-1G-L01-AC11_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	12	1000base-t	L01-ACCE12	CH-STA-L26-L01-ACCE12	24	Switch Access	USW	1000	USW-1G-L01-AC12_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	13	1000base-t	L01-ACCE34	CH-STA-L26-L01-ACCE34	24	Switch Access	USW	1000	USW-1G-L01-AC34_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	15	1000base-t	L01-ACCE25	CH-STA-L26-L01-ACCE25	24	Switch Access	USW	1000	USW-1G-L01-AC25_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	16	1000base-t	L01-ACCE26	CH-STA-L26-L01-ACCE26	24	Switch Access	USW	1000	USW-1G-L01-AC26_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	17	1000base-t	L01-ACCE35	CH-STA-L26-L01-ACCE35	24	Switch Access	USW	1000	USW-1G-L01-AC35_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	2	1000base-t	L01-ACCE02	CH-STA-L26-L01-ACCE02	24	Switch Access	USW	1000	USW-1G-L01-AC02_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	21	1000base-t	L01-ACCE21	CH-STA-L26-L01-ACCE21	24	Switch Access	USW	1000	USW-1G-L01-AC21_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	22	1000base-t	L01-ACCE22	CH-STA-L26-L01-ACCE22	24	Switch Access	USW	1000	USW-1G-L01-AC22_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	23	1000base-t	L01-ACCE37	CH-STA-L26-L01-ACCE37	24	Switch Access	USW	1000	USW-1G-L01-AC37_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	24	1000base-t	L01-ACCE36	CH-STA-L26-L01-ACCE36	24	Switch Access	USW	1000	USW-1G-L01-AC36_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	29	10gbase-x-sfpp	L02-CORE_tg.3.7	CH-STA-L26-L02-CORE01	1:22	Switch Core	USW	10000	USW-L02-CO01_P1_22	18	
CH-STA-L26	CH-STA-L26-L01-DIST02	3	1000base-t	L01-ACCE03	CH-STA-L26-L01-ACCE03	24	Switch Access	USW	1000	USW-1G-L01-AC03_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	30	10gbase-x-sfpp	L02-CORE_tg.7.7	CH-STA-L26-L02-CORE02	1:22	Switch Core	USW	10000	USW-L02-CO02_P1_22	18	
CH-STA-L26	CH-STA-L26-L01-DIST02	8	1000base-t	L01-ACCE08	CH-STA-L26-L01-ACCE08	24	Switch Access	USW	1000	USW-1G-L01-AC08_P24	19	
CH-STA-L26	CH-STA-L26-L01-DIST02	9	1000base-t	L01-ACCE09	CH-STA-L26-L01-ACCE09	48	Switch Access	USW	1000	USW-1G-L01-AC09_P48	19	
CH-STA-L26	CH-STA-L26-L02-ACCE01	1	1000base-t		CH-STA-L26-L02-ACPO01	mgmt0	Access Point	UP	1000	UP-L02-AP01	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	2	1000base-t		CH-STA-L26-L02-ACPO02	mgmt0	Access Point	UP	1000	UP-L02-AP02	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	1	Switch Dist	USW	1000	USW-1G-L02-DI01_P1	18	
CH-STA-L26	CH-STA-L26-L02-ACCE01	3	1000base-t		CH-STA-L26-L02-ACPO03	mgmt0	Access Point	UP	1000	UP-L02-AP03	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	4	1000base-t		CH-STA-L26-L02-ACPO04	mgmt0	Access Point	UP	1000	UP-L02-AP04	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	5	1000base-t		CH-STA-L26-L02-ACPO05	mgmt0	Access Point	UP	1000	UP-L02-AP05	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	6	1000base-t		CH-STA-L26-L02-ACPO06	mgmt0	Access Point	UP	1000	UP-L02-AP06	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	7	1000base-t		CH-STA-L26-L02-ACPO07	mgmt0	Access Point	UP	1000	UP-L02-AP07	11	
CH-STA-L26	CH-STA-L26-L02-ACCE01	8	1000base-t		CH-STA-L26-L02-ACPO08	mgmt0	Access Point	UP	1000	UP-L02-AP08	11	
CH-STA-L26	CH-STA-L26-L02-ACCE02	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	2	Switch Dist	USW	1000	USW-1G-L02-DI01_P2	18	
CH-STA-L26	CH-STA-L26-L02-ACCE03	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	3	Switch Dist	USW	1000	USW-1G-L02-DI01_P3	18	
CH-STA-L26	CH-STA-L26-L02-ACCE04	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	4	Switch Dist	USW	1000	USW-1G-L02-DI01_P4	18	
CH-STA-L26	CH-STA-L26-L02-ACCE05	48	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	5	Switch Dist	USW	1000	USW-1G-L02-DI01_P5	18	
CH-STA-L26	CH-STA-L26-L02-ACCE06	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	6	Switch Dist	USW	1000	USW-1G-L02-DI01_P6	18	
CH-STA-L26	CH-STA-L26-L02-ACCE07	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	7	Switch Dist	USW	1000	USW-1G-L02-DI01_P7	18	
CH-STA-L26	CH-STA-L26-L02-ACCE08	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	8	Switch Dist	USW	1000	USW-1G-L02-DI01_P8	18	
CH-STA-L26	CH-STA-L26-L02-ACCE09	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	9	Switch Dist	USW	1000	USW-1G-L02-DI01_P9	18	
CH-STA-L26	CH-STA-L26-L02-ACCE10	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	10	Switch Dist	USW	1000	USW-1G-L02-DI01_P10	19	
CH-STA-L26	CH-STA-L26-L02-ACCE11	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	11	Switch Dist	USW	1000	USW-1G-L02-DI01_P11	19	
CH-STA-L26	CH-STA-L26-L02-ACCE12	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	12	Switch Dist	USW	1000	USW-1G-L02-DI01_P12	19	
CH-STA-L26	CH-STA-L26-L02-ACCE13	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	13	Switch Dist	USW	1000	USW-1G-L02-DI01_P13	19	
CH-STA-L26	CH-STA-L26-L02-ACCE14	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	14	Switch Dist	USW	1000	USW-1G-L02-DI01_P14	19	
CH-STA-L26	CH-STA-L26-L02-ACCE15	48	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	15	Switch Dist	USW	1000	USW-1G-L02-DI01_P15	19	
CH-STA-L26	CH-STA-L26-L02-ACCE16	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	20	Switch Dist	USW	1000	USW-1G-L02-DI01_P20	19	
CH-STA-L26	CH-STA-L26-L02-ACCE17	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	17	Switch Dist	USW	1000	USW-1G-L02-DI01_P17	19	
CH-STA-L26	CH-STA-L26-L02-ACCE18	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	18	Switch Dist	USW	1000	USW-1G-L02-DI01_P18	19	
CH-STA-L26	CH-STA-L26-L02-ACCE19	24	1000base-t		CH-STA-L26-L02-DIST01	19	Switch Dist	USW	1000	USW-1G-L02-DI01_P19	19	
CH-STA-L26	CH-STA-L26-L02-ACCE20	24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	16	Switch Dist	USW	1000	USW-1G-L02-DI01_P16	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	1	1000base-t	ACCE01_p24	CH-STA-L26-L02-ACCE01	24	Switch Access	USW	1000	USW-1G-L02-AC01_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	10	1000base-t	ACCE10_p24	CH-STA-L26-L02-ACCE10	24	Switch Access	USW	1000	USW-1G-L02-AC10_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	11	1000base-t	ACCE11_p24	CH-STA-L26-L02-ACCE11	24	Switch Access	USW	1000	USW-1G-L02-AC11_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	12	1000base-t	ACCE12_p24	CH-STA-L26-L02-ACCE12	24	Switch Access	USW	1000	USW-1G-L02-AC12_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	13	1000base-t	ACCE13_p24	CH-STA-L26-L02-ACCE13	24	Switch Access	USW	1000	USW-1G-L02-AC13_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	14	1000base-t	ACCE14_p24	CH-STA-L26-L02-ACCE14	24	Switch Access	USW	1000	USW-1G-L02-AC14_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	15	1000base-t	ACCE15_p48	CH-STA-L26-L02-ACCE15	48	Switch Access	USW	1000	USW-1G-L02-AC15_P48	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	16	1000base-t	ACCE20_p24	CH-STA-L26-L02-ACCE20	24	Switch Access	USW	1000	USW-1G-L02-AC20_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	17	1000base-t	ACCE17_p24	CH-STA-L26-L02-ACCE17	24	Switch Access	USW	1000	USW-1G-L02-AC17_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	18	1000base-t	ACCE18_p24	CH-STA-L26-L02-ACCE18	24	Switch Access	USW	1000	USW-1G-L02-AC18_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	19	1000base-t	ACCE19_p24	CH-STA-L26-L02-ACCE19	24	Switch Access	USW	1000	USW-1G-L02-AC19_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	2	1000base-t	ACCE02_p24	CH-STA-L26-L02-ACCE02	24	Switch Access	USW	1000	USW-1G-L02-AC02_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	20	1000base-t	ACCE16_p24	CH-STA-L26-L02-ACCE16	24	Switch Access	USW	1000	USW-1G-L02-AC16_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	29	10gbase-x-sfpp	L02-CORE_tg.7.8	CH-STA-L26-L02-CORE01	1:23	Switch Core	USW	10000	USW-L02-CO01_P1_23	18	
CH-STA-L26	CH-STA-L26-L02-DIST01	3	1000base-t	ACCE03_p24	CH-STA-L26-L02-ACCE03	24	Switch Access	USW	1000	USW-1G-L02-AC03_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	30	10gbase-x-sfpp	L02-CORE_tg.3.8	CH-STA-L26-L02-CORE02	1:23	Switch Core	USW	10000	USW-L02-CO02_P1_23	18	
CH-STA-L26	CH-STA-L26-L02-DIST01	4	1000base-t	ACCE04_p24	CH-STA-L26-L02-ACCE04	24	Switch Access	USW	1000	USW-1G-L02-AC04_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	5	1000base-t	ACCE05_p28	CH-STA-L26-L02-ACCE05	48	Switch Access	USW	1000	USW-1G-L02-AC05_P48	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	6	1000base-t	ACCE06_p24	CH-STA-L26-L02-ACCE06	24	Switch Access	USW	1000	USW-1G-L02-AC06_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	7	1000base-t	ACCE07_p24	CH-STA-L26-L02-ACCE07	24	Switch Access	USW	1000	USW-1G-L02-AC07_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	8	1000base-t	ACCE08_p24	CH-STA-L26-L02-ACCE08	24	Switch Access	USW	1000	USW-1G-L02-AC08_P24	19	
CH-STA-L26	CH-STA-L26-L02-DIST01	9	1000base-t	ACCE09_p24	CH-STA-L26-L02-ACCE09	24	Switch Access	USW	1000	USW-1G-L02-AC09_P24	19	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/19	10gbase-x-sfpp	L26-GFL-Di02:29	CH-STA-L26-GFL-DIST01	29	Switch Dist	USW	10000	USW-GFL-DI01_P29	16	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/2	10gbase-x-sfpp	S-FWZONE:X1	CH-STA-L26-FWZone01	x1	Firewall	USW	10000	USW-FW01_X1	11	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/20	10gbase-x-sfpp	L26-GFL-Di01:29	CH-STA-L26-GFL-DIST02	29	Switch Dist	USW	10000	USW-GFL-DI02_P29	16	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/21	10gbase-x-sfpp	L26-L01-Di01:29	CH-STA-L26-L01-DIST01	29	Switch Dist	USW	10000	USW-L01-DI01_P29	16	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/22	10gbase-x-sfpp	L26-L01-Di02:29	CH-STA-L26-L01-DIST02	29	Switch Dist	USW	10000	USW-L01-DI02_P29	16	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/23	10gbase-x-sfpp	L26-L02-Di01:30	CH-STA-L26-L02-DIST01	29	Switch Dist	USW	10000	USW-L02-DI01_P29	16	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/24	10gbase-x-sfpp	NNI:L26-Co02:1/24	CH-STA-L26-L02-CORE02	1:24	Switch Core	USW	10000	USW-L02-CO02_P1_24	18	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/3	10gbase-x-sfpp	S-FWZONE:X3	CH-STA-L26-FWZone01	x3	Firewall	USW	10000	USW-FW01_X3	11	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/4	1000base-t	FWZONE-HA1	CH-STA-L26-FWZone01	ha	Firewall	USW	1000	USW-1G-FW01_HA	14	
CH-STA-L26	CH-STA-L26-L02-CORE01	1/7	10gbase-x-sfpp	NNI:L26-L02-MGMT01_1/29	CH-STA-L26-L02-MGMT03	1:29	Switch Mgmt	USW	10000	USW-L02-MG03_P1_29	18	
CH-STA-L26	CH-STA-L26-L02-CORE01	2/1	10gbase-x-sfpp	NNI:L26-Co02:2/1	CH-STA-L26-L02-CORE02	2:1	Switch Core	USW	10000	USW-L02-CO02_P2_1	17	
CH-STA-L26	CH-STA-L26-L02-CORE01	2/2	10gbase-x-sfpp	NNI:L50-Co01:2/2	CH-STA-L50-L01-CORE01	2:2	Switch Core	USW	10000	USW-L50-CO01_P2_2	17	
CH-STA-L26	CH-STA-L26-L02-CORE01	2/3	10gbase-x-sfpp	NNI:L50-Co01:2/3	CH-STA-L50-L01-CORE01	2:3	Switch Core	USW	10000	USW-L50-CO01_P2_3	17	
CH-STA-L26	CH-STA-L26-L02-CORE01	2/4	10gbase-x-sfpp	NNI:L26-Co03:2/4	CH-STA-L26-L02-MGMT01	1:22	Switch Mgmt	USW	10000	USW-L02-MG01_P1_22	18	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/19	10gbase-x-sfpp	L26-GFL-Di02:30	CH-STA-L26-GFL-DIST01	30	Switch Dist	USW	10000	USW-GFL-DI01_P30	16	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/2	10gbase-x-sfpp	S-FWZONE:X2	CH-STA-L26-FWZone01	x2	Firewall	USW	10000	USW-FW01_X2	11	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/20	10gbase-x-sfpp	L26-GFL-Di01:30	CH-STA-L26-GFL-DIST02	30	Switch Dist	USW	10000	USW-GFL-DI02_P30	16	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/21	10gbase-x-sfpp	L26-L01-Di01:30	CH-STA-L26-L01-DIST01	30	Switch Dist	USW	10000	USW-L01-DI01_P30	16	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/22	10gbase-x-sfpp	L26-L01-Di02:30	CH-STA-L26-L01-DIST02	30	Switch Dist	USW	10000	USW-L01-DI02_P30	16	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/23	10gbase-x-sfpp	L26-L02-Di01:29	CH-STA-L26-L02-DIST01	30	Switch Dist	USW	10000	USW-L02-DI01_P30	16	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/24	10gbase-x-sfpp	NNI:L26-Co01:1/24	CH-STA-L26-L02-CORE01	1:24	Switch Core	USW	10000	USW-L02-CO01_P1_24	18	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/3	10gbase-x-sfpp	S-FWZONE:X4	CH-STA-L26-FWZone01	x4	Firewall	USW	10000	USW-FW01_X4	11	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/4	1000base-t	FWZONE-HA2	CH-STA-L26-FWZone01	port1	Firewall	USW	1000	USW-1G-FW01_P1	14	
CH-STA-L26	CH-STA-L26-L02-CORE02	1/7	10gbase-x-sfpp	NNI:L26-L02-MGMT01_1/30	CH-STA-L26-L02-MGMT03	1:30	Switch Mgmt	USW	10000	USW-L02-MG03_P1_30	18	
CH-STA-L26	CH-STA-L26-L02-CORE02	2/1	10gbase-x-sfpp	NNI:L26-Co01:2/1	CH-STA-L26-L02-CORE01	2:1	Switch Core	USW	10000	USW-L02-CO01_P2_1	17	
CH-STA-L26	CH-STA-L26-L02-CORE02	2/2	10gbase-x-sfpp	NNI:L50-Co02:2/2	CH-STA-L50-L01-CORE02	2:2	Switch Core	USW	10000	USW-L50-CO02_P2_2	17	
CH-STA-L26	CH-STA-L26-L02-CORE02	2/3	10gbase-x-sfpp	NNI:L50-Co02:2/3	CH-STA-L50-L01-CORE02	2:3	Switch Core	USW	10000	USW-L50-CO02_P2_3	17	
CH-STA-L26	CH-STA-L26-L02-CORE02	2/4	10gbase-x-sfpp	NNI:L26-Co04:2/4	CH-STA-L26-L02-MGMT02	1:22	Switch Mgmt	USW	10000	USW-L02-MG02_P1_22	18	
CH-STA-L26	CH-STA-L26-L02-MGMT01	1/22	10gbase-x-sfpp	NNI:L26-Co01:1/22	CH-STA-L26-L02-CORE01	2:4	Switch Core	USW	10000	USW-L02-CO01_P2_4	17	
CH-STA-L26	CH-STA-L26-L02-MGMT01	1/23	10gbase-x-sfpp	NNI:L26-MGMT02:1/23	CH-STA-L26-L02-MGMT02	1:23	Switch Mgmt	USW	10000	USW-L02-MG02_P1_23	18	
CH-STA-L26	CH-STA-L26-L02-MGMT01	1/24	10gbase-x-sfpp	NNI:L26-MGMT02:1/24	CH-STA-L26-L02-MGMT02	1:24	Switch Mgmt	USW	10000	USW-L02-MG02_P1_24	18	
